transitions (M),memory(MB),memory(MB),memory(GB),memory(GB)
10.02,1554.69824,1435.449754,1.55469824,1.435449754
10.03,1555.113574,1435.454669,1.555113574,1.435454669
10.04,1555.22007,1435.451392,1.55522007,1.435451392
10.05,1555.48631,1435.451392,1.55548631,1.435451392
10.06,1555.539558,1435.451392,1.555539558,1.435451392
10.07,1555.88608,1435.451392,1.55588608,1.435451392
10.08,1556.099072,1435.480883,1.556099072,1.435480883
10.09,1556.36695,1435.482522,1.55636695,1.435482522
10.1,1556.701184,1435.48416,1.556701184,1.43548416
10.11,1557.218918,1435.513651,1.557218918,1.435513651
10.12,1557.341798,1435.513651,1.557341798,1.435513651
10.13,1557.512192,1435.507098,1.557512192,1.435507098
10.14,1557.725184,1435.510374,1.557725184,1.435510374
10.15,1557.83168,1435.513651,1.55783168,1.435513651
10.16,1558.257664,1435.510374,1.558257664,1.435510374
10.17,1558.36416,1435.510374,1.55836416,1.435510374
10.18,1558.6304,1435.510374,1.5586304,1.435510374
10.19,1559.003136,1435.510374,1.559003136,1.435510374
10.2,1559.456973,1435.507098,1.559456973,1.435507098
10.21,1559.616717,1435.507098,1.559616717,1.435507098
10.22,1559.936205,1435.511194,1.559936205,1.435511194
10.23,1559.989453,1435.51447,1.559989453,1.43551447
10.24,1560.203264,1435.570176,1.560203264,1.435570176
10.25,1560.39168,1435.570176,1.56039168,1.435570176
10.26,1560.711168,1435.574272,1.560711168,1.435574272
10.27,1560.977408,1435.600486,1.560977408,1.435600486
10.28,1561.377178,1435.600486,1.561377178,1.435600486
10.29,1561.670451,1435.600486,1.561670451,1.435600486
10.3,1562.06121,1435.602125,1.56206121,1.435602125
10.31,1562.336461,1435.603763,1.562336461,1.435603763
10.32,1562.336461,1435.603763,1.562336461,1.435603763
10.33,1562.416742,1435.603763,1.562416742,1.435603763
10.34,1562.789478,1435.600486,1.562789478,1.435600486
10.35,1563.029504,1435.600486,1.563029504,1.435600486
10.36,1563.242496,1435.603763,1.563242496,1.435603763
10.37,1563.615232,1435.603763,1.563615232,1.435603763
10.38,1564.202598,1435.603763,1.564202598,1.435603763
10.39,1564.362342,1435.603763,1.564362342,1.435603763
10.4,1564.41559,1435.604582,1.56441559,1.435604582
10.41,1564.522086,1435.602125,1.564522086,1.435602125
10.42,1564.788326,1435.602125,1.564788326,1.435602125
10.43,1564.94889,1435.602125,1.56494889,1.435602125
10.44,1565.454336,1435.607859,1.565454336,1.435607859
10.45,1565.570662,1435.607859,1.565570662,1.435607859
10.46,1565.88032,1435.611136,1.56588032,1.435611136
10.47,1566.14656,1435.611136,1.56614656,1.435611136
10.48,1566.386586,1435.614413,1.566386586,1.435614413
10.49,1566.652826,1435.614413,1.566652826,1.435614413
10.5,1566.865818,1435.614413,1.566865818,1.435614413
10.51,1567.07881,1435.620966,1.56707881,1.435620966
10.52,1567.291802,1435.648,1.567291802,1.435648
10.53,1567.453184,1435.697152,1.567453184,1.435697152
10.54,1567.721062,1435.697152,1.567721062,1.435697152
10.55,1568.015974,1435.697152,1.568015974,1.435697152
10.56,1568.336282,1435.697152,1.568336282,1.435697152
10.57,1568.549274,1435.693875,1.568549274,1.435693875
10.58,1568.815514,1435.69879,1.568815514,1.43569879
10.59,1569.135002,1435.69879,1.569135002,1.43569879
10.6,1569.401242,1435.69961,1.569401242,1.43569961
10.61,1569.560986,1435.700429,1.569560986,1.435700429
10.62,1569.614234,1435.700429,1.569614234,1.435700429
10.63,1569.773978,1435.703706,1.569773978,1.435703706
10.64,1570.173747,1435.704525,1.570173747,1.435704525
10.65,1570.493235,1435.700429,1.570493235,1.435700429
10.66,1571.025715,1435.700429,1.571025715,1.435700429
10.67,1571.105997,1435.704525,1.571105997,1.435704525
10.68,1571.318989,1435.710259,1.571318989,1.435710259
10.69,1571.559834,1435.789722,1.571559834,1.435789722
10.7,1571.66633,1435.815936,1.57166633,1.435815936
10.71,1571.773645,1436.025651,1.571773645,1.436025651
10.72,1572.146381,1436.156723,1.572146381,1.436156723
10.73,1572.465869,1436.182938,1.572465869,1.436182938
10.74,1572.785357,1436.320563,1.572785357,1.436320563
10.75,1573.159731,1436.372173,1.573159731,1.436372173
10.76,1573.479219,1436.372173,1.573479219,1.436372173
10.77,1573.612749,1436.37545,1.573612749,1.43637545
10.78,1573.719245,1436.37545,1.573719245,1.43637545
10.79,1573.825741,1436.37545,1.573825741,1.43637545
10.8,1574.198477,1436.406579,1.574198477,1.436406579
10.81,1574.464717,1436.406579,1.574464717,1.436406579
10.82,1574.811238,1436.406579,1.574811238,1.436406579
10.83,1575.104512,1436.402483,1.575104512,1.436402483
10.84,1575.344538,1436.402483,1.575344538,1.436402483
10.85,1575.770522,1436.401664,1.575770522,1.436401664
10.86,1575.90569,1436.401664,1.57590569,1.436401664
10.87,1576.039219,1436.427878,1.576039219,1.436427878
10.88,1576.279245,1436.427878,1.576279245,1.436427878
10.89,1576.492237,1436.427878,1.576492237,1.436427878
10.9,1576.758477,1436.427878,1.576758477,1.436427878
10.91,1577.077965,1436.427878,1.577077965,1.436427878
10.92,1577.344205,1436.427878,1.577344205,1.436427878
10.93,1577.450701,1436.427059,1.577450701,1.436427059
10.94,1577.770189,1436.430336,1.577770189,1.436430336
10.95,1577.983181,1436.433613,1.577983181,1.436433613
10.96,1578.223206,1436.427059,1.578223206,1.436427059
10.97,1578.276454,1436.427059,1.578276454,1.436427059
10.98,1578.542694,1436.427059,1.578542694,1.436427059
10.99,1578.64919,1436.427059,1.57864919,1.436427059
11,1579.288986,1436.427059,1.579288986,1.436427059
11.01,1579.555226,1436.434432,1.579555226,1.436434432
11.02,1579.821466,1436.434432,1.579821466,1.436434432
11.03,1579.882086,1436.437709,1.579882086,1.436437709
11.04,1580.167987,1436.440986,1.580167987,1.436440986
11.05,1580.301517,1436.440986,1.580301517,1.436440986
11.06,1580.756173,1436.445901,1.580756173,1.436445901
11.07,1581.022413,1436.445901,1.581022413,1.436445901
11.08,1581.448397,1436.447539,1.581448397,1.436447539
11.09,1581.767885,1436.447539,1.581767885,1.436447539
11.1,1582.087373,1436.447539,1.582087373,1.436447539
11.11,1582.380646,1436.447539,1.582380646,1.436447539
11.12,1582.67392,1436.444262,1.58267392,1.436444262
11.13,1582.81728,1436.444262,1.58281728,1.436444262
11.14,1583.08352,1436.444262,1.58308352,1.436444262
11.15,1583.403008,1436.440986,1.583403008,1.436440986
11.16,1583.938765,1436.440986,1.583938765,1.436440986
11.17,1584.045261,1436.437709,1.584045261,1.436437709
11.18,1584.418816,1436.437709,1.584418816,1.436437709
11.19,1584.791552,1436.434432,1.584791552,1.436434432
11.2,1584.925082,1436.434432,1.584925082,1.436434432
11.21,1585.111859,1436.437709,1.585111859,1.436437709
11.22,1585.484595,1436.440986,1.585484595,1.436440986
11.23,1585.804083,1436.4672,1.585804083,1.4364672
11.24,1586.070323,1436.4672,1.586070323,1.4364672
11.25,1586.470093,1436.468838,1.586470093,1.436468838
11.26,1586.842829,1436.470477,1.586842829,1.436470477
11.27,1587.18935,1436.473754,1.58718935,1.436473754
11.28,1587.508838,1436.478669,1.587508838,1.436478669
11.29,1587.615334,1436.485222,1.587615334,1.436485222
11.3,1588.041318,1436.490957,1.588041318,1.436490957
11.31,1588.25431,1436.545024,1.58825431,1.436545024
11.32,1588.680294,1436.545024,1.588680294,1.436545024
11.33,1589.05303,1436.545024,1.58905303,1.436545024
11.34,1589.31927,1436.545024,1.58931927,1.436545024
11.35,1589.484749,1436.545024,1.589484749,1.436545024
11.36,1589.85175,1436.545024,1.58985175,1.436545024
11.37,1590.145024,1436.541747,1.590145024,1.436541747
11.38,1590.571008,1436.541747,1.590571008,1.436541747
11.39,1590.730752,1436.541747,1.590730752,1.436541747
11.4,1590.944563,1436.535194,1.590944563,1.436535194
11.41,1591.586816,1436.531917,1.591586816,1.436531917
11.42,1591.906304,1436.531917,1.591906304,1.436531917
11.43,1592.306893,1436.52864,1.592306893,1.43652864
11.44,1592.466637,1436.52864,1.592466637,1.43652864
11.45,1592.786125,1436.52864,1.592786125,1.43652864
11.46,1593.052365,1436.52864,1.593052365,1.43652864
11.47,1593.531597,1436.531917,1.593531597,1.436531917
11.48,1593.797837,1436.531917,1.593797837,1.436531917
11.49,1594.064077,1436.536832,1.594064077,1.436536832
11.5,1594.463846,1436.540109,1.594463846,1.436540109
11.51,1594.571981,1436.572877,1.594571981,1.436572877
11.52,1595.051213,1436.572877,1.595051213,1.436572877
11.53,1595.399373,1436.576154,1.595399373,1.436576154
11.54,1595.823718,1436.577792,1.595823718,1.436577792
11.55,1596.143206,1436.581069,1.596143206,1.436581069
11.56,1596.30295,1436.588442,1.59630295,1.436588442
11.57,1596.57001,1436.588442,1.59657001,1.436588442
11.58,1596.729754,1436.588442,1.596729754,1.436588442
11.59,1597.236019,1436.588442,1.597236019,1.436588442
11.6,1597.342515,1436.588442,1.597342515,1.436588442
11.61,1597.608755,1436.588442,1.597608755,1.436588442
11.62,1597.874995,1436.588442,1.597874995,1.436588442
11.63,1598.354227,1436.588442,1.598354227,1.436588442
11.64,1598.567219,1436.588442,1.598567219,1.436588442
11.65,1598.939955,1436.581888,1.598939955,1.436581888
11.66,1599.152947,1436.578611,1.599152947,1.436578611
11.67,1599.206195,1436.578611,1.599206195,1.436578611
11.68,1599.259443,1436.578611,1.599259443,1.436578611
11.69,1599.552717,1436.575334,1.599552717,1.436575334
11.7,1599.818957,1436.575334,1.599818957,1.436575334
11.71,1600.11223,1436.572058,1.60011223,1.436572058
11.72,1600.37847,1436.572058,1.60037847,1.436572058
11.73,1600.751206,1436.572058,1.600751206,1.436572058
11.74,1601.070694,1436.572058,1.601070694,1.436572058
11.75,1601.230438,1436.578611,1.601230438,1.436578611
11.76,1601.390182,1436.581888,1.601390182,1.436581888
11.77,1601.496678,1436.585165,1.601496678,1.436585165
11.78,1601.819443,1436.611379,1.601819443,1.436611379
11.79,1602.112717,1436.613018,1.602112717,1.436613018
11.8,1602.698445,1436.64087,1.602698445,1.43664087
11.81,1603.071181,1436.642509,1.603071181,1.436642509
11.82,1603.284173,1436.644147,1.603284173,1.436644147
11.83,1603.656909,1436.654797,1.603656909,1.436654797
11.84,1603.843686,1436.654797,1.603843686,1.436654797
11.85,1604.216422,1436.654797,1.604216422,1.436654797
11.86,1604.429414,1436.654797,1.604429414,1.436654797
11.87,1604.80215,1436.654797,1.60480215,1.436654797
11.88,1605.175706,1436.654797,1.605175706,1.436654797
11.89,1605.55008,1436.654797,1.60555008,1.436654797
11.9,1605.922816,1436.65152,1.605922816,1.43665152
11.91,1606.21609,1436.65152,1.60621609,1.43665152
11.92,1606.48233,1436.65152,1.60648233,1.43665152
11.93,1606.722355,1436.648243,1.606722355,1.436648243
11.94,1607.095091,1436.648243,1.607095091,1.436648243
11.95,1607.414579,1436.644966,1.607414579,1.436644966
11.96,1607.840563,1436.644966,1.607840563,1.436644966
11.97,1608.266547,1436.644966,1.608266547,1.436644966
11.98,1608.481178,1436.644966,1.608481178,1.436644966
11.99,1608.853914,1436.644966,1.608853914,1.436644966
12,1609.173402,1436.646605,1.609173402,1.436646605
12.01,1609.439642,1436.644966,1.609439642,1.436644966
12.02,1609.865626,1436.646605,1.609865626,1.436646605
12.03,1610.158899,1436.652339,1.610158899,1.436652339
12.04,1610.531635,1436.652339,1.610531635,1.436652339
12.05,1610.878157,1436.68183,1.610878157,1.43668183
12.06,1611.197645,1436.678554,1.611197645,1.436678554
12.07,1611.463885,1436.678554,1.611463885,1.436678554
12.08,1611.570381,1436.678554,1.611570381,1.436678554
12.09,1611.996365,1436.683469,1.611996365,1.436683469
12.1,1612.209357,1436.688384,1.612209357,1.436688384
12.11,1612.528845,1436.690022,1.612528845,1.436690022
12.12,1612.688589,1436.69248,1.612688589,1.43669248
12.13,1613.008077,1436.693299,1.613008077,1.436693299
12.14,1613.354598,1436.693299,1.613354598,1.436693299
12.15,1613.515981,1436.698214,1.613515981,1.436698214
12.16,1613.728973,1436.70231,1.613728973,1.43670231
12.17,1613.862502,1436.70313,1.613862502,1.43670313
12.18,1614.022246,1436.70313,1.614022246,1.43670313
12.19,1614.343373,1436.756378,1.614343373,1.436756378
12.2,1614.769357,1436.88745,1.614769357,1.43688745
12.21,1615.143731,1437.044736,1.615143731,1.437044736
12.22,1615.303475,1437.07095,1.615303475,1.43707095
12.23,1615.622963,1437.07095,1.615622963,1.43707095
12.24,1615.835955,1437.07095,1.615835955,1.43707095
12.25,1615.835955,1437.097165,1.615835955,1.437097165
12.26,1615.942451,1437.148774,1.615942451,1.437148774
12.27,1616.368435,1437.148774,1.616368435,1.437148774
12.28,1616.635494,1437.148774,1.616635494,1.437148774
12.29,1617.00823,1437.148774,1.61700823,1.437148774
12.3,1617.248256,1437.155328,1.617248256,1.437155328
12.31,1617.567744,1437.155328,1.617567744,1.437155328
12.32,1617.830707,1437.155328,1.617830707,1.437155328
12.33,1618.044518,1437.151232,1.618044518,1.437151232
12.34,1618.204262,1437.147136,1.618204262,1.437147136
12.35,1618.310758,1437.150413,1.618310758,1.437150413
12.36,1618.65728,1437.150413,1.61865728,1.437150413
12.37,1618.925158,1437.154509,1.618925158,1.437154509
12.38,1619.13815,1437.154509,1.61913815,1.437154509
12.39,1619.40439,1437.150413,1.61940439,1.437150413
12.4,1619.67063,1437.146317,1.61967063,1.437146317
12.41,1620.043366,1437.146317,1.620043366,1.437146317
12.42,1620.33664,1437.150413,1.62033664,1.437150413
12.43,1620.60288,1437.15369,1.62060288,1.43715369
12.44,1620.896154,1437.156966,1.620896154,1.437156966
12.45,1620.976435,1437.156966,1.620976435,1.437156966
12.46,1621.163213,1437.156966,1.621163213,1.437156966
12.47,1621.589197,1437.156966,1.621589197,1.437156966
12.48,1621.855437,1437.156966,1.621855437,1.437156966
12.49,1622.068429,1437.160243,1.622068429,1.437160243
12.5,1622.228173,1437.159424,1.622228173,1.437159424
12.51,1622.813901,1437.160243,1.622813901,1.437160243
12.52,1622.974464,1437.160243,1.622974464,1.437160243
12.53,1623.08096,1437.160243,1.62308096,1.437160243
12.54,1623.3472,1437.160243,1.6233472,1.437160243
12.55,1623.615078,1437.160243,1.623615078,1.437160243
12.56,1623.774822,1437.160243,1.623774822,1.437160243
12.57,1624.041882,1437.16352,1.624041882,1.43716352
12.58,1624.30976,1437.16352,1.62430976,1.43716352
12.59,1624.522752,1437.160243,1.624522752,1.437160243
12.6,1624.895488,1437.16352,1.624895488,1.43716352
12.61,1625.24201,1437.16352,1.62524201,1.43716352
12.62,1625.561498,1437.16352,1.625561498,1.43716352
12.63,1625.748275,1437.166797,1.625748275,1.437166797
12.64,1625.908019,1437.16352,1.625908019,1.43716352
12.65,1626.280755,1437.16352,1.626280755,1.43716352
12.66,1626.387251,1437.16352,1.626387251,1.43716352
12.67,1626.600243,1437.16352,1.626600243,1.43716352
12.68,1627.026227,1437.16352,1.627026227,1.43716352
12.69,1627.239219,1437.170074,1.627239219,1.437170074
12.7,1627.558707,1437.170074,1.627558707,1.437170074
12.71,1627.718451,1437.170074,1.627718451,1.437170074
12.72,1627.931443,1437.170074,1.627931443,1.437170074
12.73,1628.197683,1437.170074,1.628197683,1.437170074
12.74,1628.410675,1437.17335,1.628410675,1.43717335
12.75,1628.570419,1437.176627,1.628570419,1.437176627
12.76,1628.943155,1437.17335,1.628943155,1.43717335
12.77,1629.156147,1437.17335,1.629156147,1.43717335
12.78,1629.475635,1437.170074,1.629475635,1.437170074
12.79,1629.743514,1437.170074,1.629743514,1.437170074
12.8,1630.011392,1437.170074,1.630011392,1.437170074
12.81,1630.171136,1437.170074,1.630171136,1.437170074
12.82,1630.437376,1437.170074,1.630437376,1.437170074
12.83,1630.543872,1437.170074,1.630543872,1.437170074
12.84,1630.971494,1437.170074,1.630971494,1.437170074
12.85,1631.290982,1437.17335,1.631290982,1.43717335
12.86,1631.557222,1437.176627,1.631557222,1.437176627
12.87,1631.798067,1437.17335,1.631798067,1.43717335
12.88,1631.904563,1437.176627,1.631904563,1.437176627
12.89,1632.117555,1437.176627,1.632117555,1.437176627
12.9,1632.330547,1437.176627,1.632330547,1.437176627
12.91,1632.464077,1437.17335,1.632464077,1.43717335
12.92,1633.049805,1437.181542,1.633049805,1.437181542
12.93,1633.316045,1437.188096,1.633316045,1.437188096
12.94,1633.55607,1437.188096,1.63355607,1.437188096
12.95,1633.82231,1437.188096,1.63382231,1.437188096
12.96,1634.009088,1437.188096,1.634009088,1.437188096
12.97,1634.275328,1437.191373,1.634275328,1.437191373
12.98,1634.435072,1437.196288,1.634435072,1.437196288
12.99,1634.566963,1437.193011,1.634566963,1.437193011
13,1634.75456,1437.193011,1.63475456,1.437193011
13.01,1635.180544,1437.196288,1.635180544,1.437196288
13.02,1635.446784,1437.196288,1.635446784,1.437196288
13.03,1635.899802,1437.196288,1.635899802,1.437196288
13.04,1636.059546,1437.196288,1.636059546,1.437196288
13.05,1636.246323,1437.193011,1.636246323,1.437193011
13.06,1636.459315,1437.193011,1.636459315,1.437193011
13.07,1636.565811,1437.193011,1.636565811,1.437193011
13.08,1636.725555,1437.193011,1.636725555,1.437193011
13.09,1636.885299,1437.196288,1.636885299,1.437196288
13.1,1637.258035,1437.196288,1.637258035,1.437196288
13.11,1637.684019,1437.193011,1.637684019,1.437193011
13.12,1638.110003,1437.193011,1.638110003,1.437193011
13.13,1638.18455,1437.197926,1.63818455,1.437197926
13.14,1638.344294,1437.197926,1.638344294,1.437197926
13.15,1638.58432,1437.201203,1.63858432,1.437201203
13.16,1638.903808,1437.201203,1.638903808,1.437201203
13.17,1639.063552,1437.201203,1.639063552,1.437201203
13.18,1639.38304,1437.201203,1.63938304,1.437201203
13.19,1639.64928,1437.201203,1.63964928,1.437201203
13.2,1639.86391,1437.20448,1.63986391,1.43720448
13.21,1640.078541,1437.209395,1.640078541,1.437209395
13.22,1640.423424,1437.209395,1.640423424,1.437209395
13.23,1640.636416,1437.209395,1.640636416,1.437209395
13.24,1640.79616,1437.211034,1.64079616,1.437211034
13.25,1641.170534,1437.211034,1.641170534,1.437211034
13.26,1641.436774,1437.263462,1.641436774,1.437263462
13.27,1641.649766,1437.263462,1.641649766,1.437263462
13.28,1641.756262,1437.294592,1.641756262,1.437294592
13.29,1642.182246,1437.291315,1.642182246,1.437291315
13.3,1642.395238,1437.291315,1.642395238,1.437291315
13.31,1642.60823,1437.288038,1.64260823,1.437288038
13.32,1642.980966,1437.288038,1.642980966,1.437288038
13.33,1643.247206,1437.288038,1.643247206,1.437288038
13.34,1643.460198,1437.288038,1.643460198,1.437288038
13.35,1643.753472,1437.288038,1.643753472,1.437288038
13.36,1643.913216,1437.284762,1.643913216,1.437284762
13.37,1644.285952,1437.284762,1.644285952,1.437284762
13.38,1644.579226,1437.284762,1.644579226,1.437284762
13.39,1644.685722,1437.288038,1.644685722,1.437288038
13.4,1644.792218,1437.288038,1.644792218,1.437288038
13.41,1645.193626,1437.2864,1.645193626,1.4372864
13.42,1645.564723,1437.288038,1.645564723,1.437288038
13.43,1645.939098,1437.292134,1.645939098,1.437292134
13.44,1646.047232,1437.292134,1.646047232,1.437292134
13.45,1646.260224,1437.292134,1.646260224,1.437292134
13.46,1646.659994,1437.295411,1.646659994,1.437295411
13.47,1646.872986,1437.321626,1.646872986,1.437321626
13.48,1646.979482,1437.321626,1.646979482,1.437321626
13.49,1647.24736,1437.328179,1.64724736,1.437328179
13.5,1647.407104,1437.328179,1.647407104,1.437328179
13.51,1647.77984,1437.331456,1.64777984,1.437331456
13.52,1648.099328,1437.331456,1.648099328,1.437331456
13.53,1648.339354,1437.331456,1.648339354,1.437331456
13.54,1648.552346,1437.331456,1.648552346,1.437331456
13.55,1648.765338,1437.331456,1.648765338,1.437331456
13.56,1649.191322,1437.331456,1.649191322,1.437331456
13.57,1649.32567,1437.331456,1.64932567,1.437331456
13.58,1649.538662,1437.331456,1.649538662,1.437331456
13.59,1649.804902,1437.331456,1.649804902,1.437331456
13.6,1650.017894,1437.332275,1.650017894,1.437332275
13.61,1650.39063,1437.333094,1.65039063,1.437333094
13.62,1650.497126,1437.333094,1.650497126,1.437333094
13.63,1650.816614,1437.333914,1.650816614,1.437333914
13.64,1651.029606,1437.334733,1.651029606,1.437334733
13.65,1651.349094,1437.334733,1.651349094,1.437334733
13.66,1651.45559,1437.334733,1.65145559,1.437334733
13.67,1651.72183,1437.33801,1.65172183,1.43733801
13.68,1652.015104,1437.33801,1.652015104,1.43733801
13.69,1652.334592,1437.33801,1.652334592,1.43733801
13.7,1652.600832,1437.391258,1.652600832,1.437391258
13.71,1652.867072,1437.391258,1.652867072,1.437391258
13.72,1652.947354,1437.394534,1.652947354,1.437394534
13.73,1653.160346,1437.394534,1.653160346,1.437394534
13.74,1653.533082,1437.525606,1.653533082,1.437525606
13.75,1653.799322,1437.60425,1.653799322,1.43760425
13.76,1654.012314,1437.60425,1.654012314,1.43760425
13.77,1654.225306,1437.641114,1.654225306,1.437641114
13.78,1654.438298,1437.637018,1.654438298,1.437637018
13.79,1654.811034,1437.637018,1.654811034,1.437637018
13.8,1655.024026,1437.637018,1.655024026,1.437637018
13.81,1655.18377,1437.637018,1.65518377,1.437637018
13.82,1655.3984,1437.637018,1.6553984,1.437637018
13.83,1655.611392,1437.637018,1.655611392,1.437637018
13.84,1655.957914,1437.637018,1.655957914,1.437637018
13.85,1656.197939,1437.638656,1.656197939,1.437638656
13.86,1656.491213,1437.641933,1.656491213,1.437641933
13.87,1656.704205,1437.637837,1.656704205,1.437637837
13.88,1656.970445,1437.637018,1.656970445,1.437637018
13.89,1657.290752,1437.637018,1.657290752,1.437637018
13.9,1657.532416,1437.637018,1.657532416,1.437637018
13.91,1657.638912,1437.637018,1.657638912,1.437637018
13.92,1657.878938,1437.637018,1.657878938,1.437637018
13.93,1658.225459,1437.637018,1.658225459,1.437637018
13.94,1658.491699,1437.637018,1.658491699,1.437637018
13.95,1658.811187,1437.632922,1.658811187,1.437632922
13.96,1659.183923,1437.632922,1.659183923,1.437632922
13.97,1659.396915,1437.636198,1.659396915,1.437636198
13.98,1659.396915,1437.635379,1.659396915,1.437635379
13.99,1659.609907,1437.635379,1.659609907,1.437635379
14,1659.982643,1437.637018,1.659982643,1.437637018
14.01,1660.248883,1437.637018,1.660248883,1.437637018
14.02,1660.621619,1437.637018,1.660621619,1.437637018
14.03,1660.781363,1437.637018,1.660781363,1.437637018
14.04,1661.100851,1437.637018,1.661100851,1.437637018
14.05,1661.420339,1437.638656,1.661420339,1.437638656
14.06,1661.420339,1437.643571,1.661420339,1.437643571
14.07,1661.633331,1437.646848,1.661633331,1.437646848
14.08,1661.793075,1437.650125,1.661793075,1.437650125
14.09,1662.112563,1437.650125,1.662112563,1.437650125
14.1,1662.462362,1437.651763,1.662462362,1.437651763
14.11,1662.728602,1437.653402,1.662728602,1.437653402
14.12,1662.888346,1437.653402,1.662888346,1.437653402
14.13,1663.049728,1437.653402,1.663049728,1.437653402
14.14,1663.529779,1437.656678,1.663529779,1.437656678
14.15,1663.742771,1437.656678,1.663742771,1.437656678
14.16,1663.902515,1437.656678,1.663902515,1.437656678
14.17,1664.115507,1437.656678,1.664115507,1.437656678
14.18,1664.381747,1437.656678,1.664381747,1.437656678
14.19,1664.701235,1437.656678,1.664701235,1.437656678
14.2,1664.914227,1437.656678,1.664914227,1.437656678
14.21,1665.020723,1437.656678,1.665020723,1.437656678
14.22,1665.420493,1437.656678,1.665420493,1.437656678
14.23,1665.580237,1437.656678,1.665580237,1.437656678
14.24,1665.952973,1437.653402,1.665952973,1.437653402
14.25,1666.165965,1437.653402,1.666165965,1.437653402
14.26,1666.272461,1437.653402,1.666272461,1.437653402
14.27,1666.432205,1437.650125,1.666432205,1.437650125
14.28,1666.751693,1437.643571,1.666751693,1.437643571
14.29,1667.017933,1437.647667,1.667017933,1.437647667
14.3,1667.230925,1437.647667,1.667230925,1.437647667
14.31,1667.364454,1437.647667,1.667364454,1.437647667
14.32,1667.577446,1437.647667,1.667577446,1.437647667
14.33,1667.790438,1437.647667,1.667790438,1.437647667
14.34,1668.216422,1437.650944,1.668216422,1.437650944
14.35,1668.429414,1437.654221,1.668429414,1.437654221
14.36,1668.642406,1437.657498,1.668642406,1.437657498
14.37,1668.855398,1437.659136,1.668855398,1.437659136
14.38,1669.121638,1437.66569,1.669121638,1.43766569
14.39,1669.174886,1437.667328,1.669174886,1.437667328
14.4,1669.574656,1437.667328,1.669574656,1.437667328
14.41,1669.7344,1437.667328,1.6697344,1.437667328
14.42,1670.053888,1437.667328,1.670053888,1.437667328
14.43,1670.316851,1437.667328,1.670316851,1.437667328
14.44,1670.529843,1437.667328,1.670529843,1.437667328
14.45,1670.796083,1437.667328,1.670796083,1.437667328
14.46,1671.062323,1437.667328,1.671062323,1.437667328
14.47,1671.275315,1437.667328,1.671275315,1.437667328
14.48,1671.328563,1437.667328,1.671328563,1.437667328
14.49,1671.541555,1437.667328,1.671541555,1.437667328
14.5,1671.861043,1437.664051,1.671861043,1.437664051
14.51,1672.074035,1437.664051,1.672074035,1.437664051
14.52,1672.395162,1437.660774,1.672395162,1.437660774
14.53,1672.608154,1437.660774,1.672608154,1.437660774
14.54,1672.876032,1437.66569,1.672876032,1.43766569
14.55,1673.19552,1437.66569,1.67319552,1.43766569
14.56,1673.302016,1437.66569,1.673302016,1.43766569
14.57,1673.568256,1437.66569,1.673568256,1.43766569
14.58,1673.781248,1437.662413,1.673781248,1.437662413
14.59,1673.940992,1437.668147,1.673940992,1.437668147
14.6,1674.26048,1437.671424,1.67426048,1.437671424
14.61,1674.579968,1437.668147,1.674579968,1.437668147
14.62,1674.79296,1437.671424,1.67479296,1.437671424
14.63,1675.005952,1437.671424,1.675005952,1.437671424
14.64,1675.219763,1437.676339,1.675219763,1.437676339
14.65,1675.672781,1437.676339,1.675672781,1.437676339
14.66,1676.098765,1437.681254,1.676098765,1.437681254
14.67,1676.311757,1437.681254,1.676311757,1.437681254
14.68,1676.524749,1437.682893,1.676524749,1.437682893
14.69,1676.899123,1437.684531,1.676899123,1.437684531
14.7,1677.218611,1437.681254,1.677218611,1.437681254
14.71,1677.378355,1437.682893,1.677378355,1.437682893
14.72,1677.591347,1437.684531,1.677591347,1.437684531
14.73,1677.804339,1437.684531,1.677804339,1.437684531
14.74,1678.283571,1437.715661,1.678283571,1.437715661
14.75,1678.576845,1437.715661,1.678576845,1.437715661
14.76,1678.843085,1437.715661,1.678843085,1.437715661
14.77,1679.162573,1437.715661,1.679162573,1.437715661
14.78,1679.272346,1437.715661,1.679272346,1.437715661
14.79,1679.749939,1437.715661,1.679749939,1.437715661
14.8,1680.069427,1437.717299,1.680069427,1.437717299
14.81,1680.23081,1437.718938,1.68023081,1.437718938
14.82,1680.603546,1437.718938,1.680603546,1.437718938
14.83,1680.76329,1437.718938,1.68076329,1.437718938
14.84,1681.189274,1437.718938,1.681189274,1.437718938
14.85,1681.402266,1437.718938,1.681402266,1.437718938
14.86,1681.721754,1437.719757,1.681721754,1.437719757
14.87,1682.156749,1437.719757,1.682156749,1.437719757
14.88,1682.573722,1437.719757,1.682573722,1.437719757
14.89,1682.839962,1437.724672,1.682839962,1.437724672
14.9,1683.052954,1437.724672,1.683052954,1.437724672
14.91,1683.452723,1437.721395,1.683452723,1.437721395
14.92,1683.665715,1437.718118,1.683665715,1.437718118
14.93,1684.091699,1437.718118,1.684091699,1.437718118
14.94,1684.357939,1437.721395,1.684357939,1.437721395
14.95,1684.731494,1437.724672,1.684731494,1.437724672
14.96,1684.944486,1437.724672,1.684944486,1.437724672
14.97,1685.423718,1437.721395,1.685423718,1.437721395
14.98,1685.796454,1437.718118,1.685796454,1.437718118
14.99,1686.142976,1437.718118,1.686142976,1.437718118
15,1686.409216,1437.718118,1.686409216,1.437718118
